Scan:     10           KAZ238 2015-10-21 +00 08 17.0
          RADIO                  Ta*   
        km/s-BAR                 XX
     243.8183799458523708      0.0045644
     245.0261041655352301      0.0045183
     246.2338283851848075      0.0038868
     247.4415526048676952      0.0031348
     248.6492768245505829      0.0044112
     249.8570010442334421     -0.0018108
     251.0647252639496401      0.0029456
     252.2724494836324993      0.0035675
     253.4801737033153870      0.0003070
     254.6878979229982747      0.0037243
     255.8956221426478521      0.0065316
     257.1033463623307398     -0.0005852
     258.3110705820135991     -0.0016561
     259.5187948016965152     -0.0035646
     260.7265190213793744      0.0030791
     261.9342432410622337      0.0016870
     263.1419674607118395      0.0057328
     264.3496916803946988      0.0089550
     265.5574159000776149      0.0100840
     266.7651401197604741      0.0048670
     267.9728643394433334      0.0053885
     269.1805885590929392     -0.0010203
     270.3883127787757985     -0.0055672
     271.5960369985252782      0.0083614
     272.8037612181748841      0.0039075
     274.0114854378577434      0.0004972
     275.2192096575406026     -0.0019245
     276.4269338772235187     -0.0045960
     277.6346580969063780     -0.0028574
     278.8423823165559838      0.0016533
     280.0501065362388431     -0.0090859
     281.2578307559217023      0.0030163
     282.4655549756046184      0.0055256
     283.6732791952874777     -0.0027100
     284.8810034149703370      0.0025678
     286.0887276346199997     -0.0075723
     287.2964518543028589     -0.0001770
     288.5041760739857182      0.0055476
     289.7119002936686343      0.0040759
     290.9196245133514935      0.0215071
     292.1273487330676062      0.0036740
     293.3350729527505223      0.0014743
     294.5427971724333815     -0.0113330
     295.7505213920829874      0.0030948
     296.9582456117659035      0.0057157
     298.1659698314487628     -0.0034862
     299.3736940511316220      0.0070915
     300.5814182708145381      0.0052911
     301.7891424904973974      0.0096074
     302.9968667101470032      0.0057116
     304.2045909298298625      0.0119513
     305.4123151495127217      0.0011725
     306.6200393691956378      0.0018166
     307.8277635888784971      0.0086888
     309.0354878085281030     -0.0038189
     310.2432120282109622     -0.0019795
     311.4509362478938215     -0.0026654
     312.6586604676099910      0.0118431
     313.8663846872929071     -0.0125323
     315.0741089069757663     -0.0187004
     316.2818331266586256     -0.0062483
     317.4895573463415417     -0.0002394
     318.6972815660244009      0.0083797
     319.9050057856740068     -0.0057194
     321.1127300053568661      0.0006741
     322.3204542250397253     -0.0053857
     323.5281784447226414      0.0069080
     324.7359026644055007      0.0046345
     325.9436268840551065     -0.0047933
     327.1513511037380226     -0.0082314
     328.3590753234208819     -0.0078250
     329.5667995431037411     -0.0136237
     330.7745237627866572     -0.0067005
     331.9822479824695165      0.0015843
     333.1899722021856860      0.0058424
     334.3976964218686021      0.0025042
     335.6054206415181511      0.0057683
     336.8131448612010104      0.0010807
     338.0208690808839265      0.0011034
     339.2285933005667857      0.0092199
     340.4363175202496450     -0.0016521
     341.6440417399325611     -0.0098987
     342.8517659595821101      0.0024675
     344.0594901792650262      0.0044051
     345.2672143989478855      0.0076947
     346.4749386186307447      0.0022525
     347.6826628383136608      0.0059268
     348.8903870579632098      0.0116446
     350.0981112776461259      0.0024259
     351.3058354973289852      0.0010358
     352.5135597170118444      0.0016175
     353.7212839367280139     -0.0004504
     354.9290081564109300     -0.0023195
     356.1367323760937893     -0.0016154
     357.3444565957766486      0.0067410
     358.5521808154595647      0.0071189
     359.7599050351091705      0.0097749
     360.9676292547920866     -0.0060443
     362.1753534744749459      0.0035196
     363.3830776941578051      0.0001015
     364.5908019138407212     -0.0020401
     365.7985261334902702     -0.0053070
     367.0062503531731295      0.0022881
     368.2139745728560456     -0.0015470
     369.4216987925389049     -0.0118737
     370.6294230122217641     -0.0089374
     371.8371472319046802     -0.0127444
     373.0448714515542292      0.0046211
     374.2525956712371453      0.0003656
     375.4603198909533148     -0.0074156
     376.6680441106361741     -0.0007146
     377.8757683303190333     -0.0133937
     379.0834925500019494     -0.0062984
     380.2912167696848087      0.0027607
     381.4989409893676680      0.0060993
     382.7066652090172738      0.0023295
     383.9143894287001331      0.0047526
     385.1221136483830492      0.0069949
     386.3298378680659084      0.0011871
     387.5375620877487677     -0.0039436
     388.7452863073984304     -0.0051840
     389.9530105270812896     -0.0105635
     391.1607347467642057     -0.0007210
     392.3684589664470650     -0.0001296
     393.5761831861299243      0.0015550
     394.7839074058128404     -0.0099299
     395.9916316255289530     -0.0034357
     397.1993558452118123      0.0006841
     398.4070800648946715     -0.0051041
     399.6148042845443342      0.0038485
     400.8225285042271935      0.0090832
     402.0302527239101096      0.0061372
     403.2379769435929688     -0.0053392
     404.4457011632758281     -0.0058505
     405.6534253829254340      0.0008807
     406.8611496026082932      0.0070700
     408.0688738222911525      0.0052989
     409.2765980419740686     -0.0026913
     410.4843222616569278      0.0055654
     411.6920464813397871      0.0038731
     412.8997707009893929      0.0050118
     414.1074949206722522      0.0058436
     415.3152191403551683     -0.0090616
     416.5229433600713378     -0.0024243
     417.7306675797541970     -0.0068424
     418.9383917994370563     -0.0162235
     420.1461160191199724      0.0007658
     421.3538402388028317      0.0017375
     422.5615644584524375     -0.0036331
