#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a Generic Table with these header lines unmodified.
#Product Type, Mission, Instrument, Project, Filters, Waveband, Target Name, Target Classification, Observation ID, RA, Dec, Proposal ID, Principal Investigator, Calibration Level, Start Time, End Time, Exposure Length, Min. Wavelength, Max. Wavelength, Release Date, s_region, jpegURL, Product Group ID, Object ID
#@string, string, string, string, string, string, string, string, string, ra, dec, string, string, int, float, float, float, float, float, float, string, string, string, string
dataproduct_type,obs_collection,instrument_name,project,filters,wavelength_region,target_name,target_classification,obs_id,s_ra,s_dec,proposal_id,proposal_pi,calib_level,t_min,t_max,t_exptime,em_min,em_max,t_obs_release,s_region,jpegURL,obsid,objID
spectrum,FUSE,FUV,,,UV,NBKGD02,SKY BACKGROUND,s8050201000,287.5,60,S805,Blair,2,54110.62574074,54111.03505136,16366,90,119,NaN,CIRCLE ICRS 287.5 60 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s8050201/s805020100000specttagf.gif,3001004598,3001002328
spectrum,FUSE,FUV,,,UV,NBKGD03,SKY BACKGROUND,s8050301000,4,43,S805,Blair,2,54130.70261574,54130.90473814,1555,90,119,NaN,CIRCLE ICRS 4 43 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s8050301/s805030100000specttagf.gif,3001004599,3001003749
spectrum,FUSE,FUV,,,UV,NBKGD1,SKY BACKGROUND,s6050101000,0,65,S605,Blair,2,53746.57311343,53746.79764585,2775,90,119,NaN,CIRCLE ICRS 0 65 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6050101/s605010100000specttagf.gif,3001004471,3001002216
spectrum,FUSE,FUV,,,UV,NBKGD1,SKY BACKGROUND,s6050102000,0,65,S605,Blair,2,53747.54771991,53747.76616021,2034,90,119,NaN,CIRCLE ICRS 0 65 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6050102/s605010200000specttagf.gif,3001004472,3001002217
spectrum,FUSE,FUV,,,UV,NBKGD13,SKY BACKGROUND,s6051301000,138.84,65,S605,Blair,2,53841.20309028,53841.7661707,33817,90,119,NaN,CIRCLE ICRS 138.84 65 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6051301/s605130100000specttagf.gif,3001004486,3001002230
spectrum,FUSE,FUV,,,UV,NBKGD13,SKY BACKGROUND,s6051302000,138.84,65,S605,Blair,2,53842.20576389,53842.55101237,21742,90,119,NaN,CIRCLE ICRS 138.84 65 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6051302/s605130200000specttagf.gif,3001004487,3001002231
spectrum,FUSE,FUV,,,UV,NBKGD14,SKY BACKGROUND,s6051401000,150.41,65,S605,Blair,2,53837.84722222,53838.39311469,28872,90,119,NaN,CIRCLE ICRS 150.41 65 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6051401/s605140100000specttagf.gif,3001004488,3001002232
spectrum,FUSE,FUV,,,UV,NBKGD14,SKY BACKGROUND,s6051402000,150.41,65,S605,Blair,2,53838.74685185,53838.86038411,5385,90,119,NaN,CIRCLE ICRS 150.41 65 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6051402/s605140200000specttagf.gif,3001004489,3001002233
spectrum,FUSE,FUV,,,UV,NBKGD15,SKY BACKGROUND,s6051501000,161.98,65,S605,Blair,2,53717.43554398,53717.67720667,10772,90,119,NaN,CIRCLE ICRS 161.98 65 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6051501/s605150100000specttagf.gif,3001004490,3001002234
spectrum,FUSE,FUV,,,UV,NBKGD15,SKY BACKGROUND,s6051502000,161.98,65,S605,Blair,2,53717.73858796,53718.20091625,4516,90,119,NaN,CIRCLE ICRS 161.98 65 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6051502/s605150200000specttagf.gif,3001004491,3001002235
spectrum,FUSE,FUV,,,UV,NBKGD17,SKY BACKGROUND,s6051702000,150.831335,64.909453,S605,Blair,2,53840.7534838,53840.79756474,2805,90,119,NaN,CIRCLE ICRS 150.831335 64.909453 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6051702/s605170200000specttagf.gif,3001004492,3001002236
spectrum,FUSE,FUV,,,UV,NBKGD19,SKY BACKGROUND,s6051901000,208.26,65,S605,Blair,2,53713.02774306,53713.06547589,0,90,119,NaN,CIRCLE ICRS 208.26 65 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6051901/s605190100000specttagf.gif,3001004493,3001003745
spectrum,FUSE,FUV,,,UV,NBKGD28,SKY BACKGROUND,s6052801000,312.39,65,S605,Blair,2,53750.49944444,53750.67045329,2296,90,119,NaN,CIRCLE ICRS 312.39 65 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6052801/s605280100000specttagf.gif,3001004494,3001002237
spectrum,FUSE,FUV,,,UV,NBKGD28,SKY BACKGROUND,s6052802000,312.39,65,S605,Blair,2,53752.42657407,53752.90412824,9299,90,119,NaN,CIRCLE ICRS 312.39 65 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6052802/s605280200000specttagf.gif,3001004495,3001002238
spectrum,FUSE,FUV,,,UV,NBKGD29,SKY BACKGROUND,s6052901000,323.96,65,S605,Blair,2,53749.32325231,53749.7769014,13597,90,119,NaN,CIRCLE ICRS 323.96 65 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6052901/s605290100000specttagf.gif,3001004496,3001002239
spectrum,FUSE,FUV,,,UV,NBKGD29,SKY BACKGROUND,s6052902000,323.96,65,S605,Blair,2,53751.61008102,53752.37745605,11287,90,119,NaN,CIRCLE ICRS 323.96 65 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6052902/s605290200000specttagf.gif,3001004497,3001002240
spectrum,FUSE,FUV,,,UV,NBKGD3,SKY BACKGROUND,s6050301000,23.14,65,S605,Blair,2,53741.27358796,53741.51814724,7467,90,119,NaN,CIRCLE ICRS 23.14 65 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6050301/s605030100000specttagf.gif,3001004473,3001002218
spectrum,FUSE,FUV,,,UV,NBKGD3,SKY BACKGROUND,s6050303000,23.14,65,S605,Blair,2,54094.24387731,54094.92053602,39158,90,119,NaN,CIRCLE ICRS 23.14 65 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6050303/s605030300000specttagf.gif,3001004475,3001002219
spectrum,FUSE,FUV,,,UV,NBKGD3,SKY BACKGROUND,s6050304000,23.14,65,S605,Blair,2,54096.17174769,54096.52357069,22086,90,119,NaN,CIRCLE ICRS 23.14 65 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6050304/s605030400000specttagf.gif,3001004476,3001002220
spectrum,FUSE,FUV,,,UV,NBKGD3,SKY BACKGROUND,s6050302000,23.14,65,S605,Blair,2,53743.0880787,53743.1468995,0,90,119,NaN,CIRCLE ICRS 23.14 65 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6050302/s605030200000specttagf.gif,3001004474,3001003744
spectrum,FUSE,FUV,,,UV,NBKGD32,SKY BACKGROUND,s6053201000,0,70,S605,Blair,2,53746.42193287,53746.49867224,4272,90,119,NaN,CIRCLE ICRS 0 70 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6053201/s605320100000specttagf.gif,3001004498,3001002241
spectrum,FUSE,FUV,,,UV,NBKGD33,SKY BACKGROUND,s6053301000,14.295,70,S605,Blair,2,53740.55037037,53740.84099863,5618,90,119,NaN,CIRCLE ICRS 14.295 70 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6053301/s605330100000specttagf.gif,3001004499,3001002242
spectrum,FUSE,FUV,,,UV,NBKGD33,SKY BACKGROUND,s6053302000,14.295,70,S605,Blair,2,53742.0590162,53742.3704579,4918,90,119,NaN,CIRCLE ICRS 14.295 70 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6053302/s605330200000specttagf.gif,3001004500,3001002243
spectrum,FUSE,FUV,,,UV,NBKGD33,SKY BACKGROUND,s6053303000,14.295,70,S605,Blair,2,53743.41881944,53743.746825,14806,90,119,NaN,CIRCLE ICRS 14.295 70 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6053303/s605330300000specttagf.gif,3001004501,3001002244
spectrum,FUSE,FUV,,,UV,NBKGD33,SKY BACKGROUND,s6053304000,14.295,70,S605,Blair,2,54095.51732639,54095.74407444,12260,90,119,NaN,CIRCLE ICRS 14.295 70 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6053304/s605330400000specttagf.gif,3001004502,3001002245
spectrum,FUSE,FUV,,,UV,NBKGD35,SKY BACKGROUND,s6053501000,42.8775,70,S605,Blair,2,53739.65318287,53739.87239864,2371,90,119,NaN,CIRCLE ICRS 42.8775 70 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6053501/s605350100000specttagf.gif,3001004503,3001002246
spectrum,FUSE,FUV,,,UV,NBKGD37,SKY BACKGROUND,s6053702000,71.41875,70,S605,Blair,2,54022.48550926,54022.59737757,6956,90,119,NaN,CIRCLE ICRS 71.41875 70 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6053702/s605370200000specttagf.gif,3001004504,3001002247
spectrum,FUSE,FUV,,,UV,NBKGD37,SKY BACKGROUND,s6053703000,71.41875,70,S605,Blair,2,54023.45217593,54023.68663222,12247,90,119,NaN,CIRCLE ICRS 71.41875 70 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6053703/s605370300000specttagf.gif,3001004505,3001002248
spectrum,FUSE,FUV,,,UV,NBKGD37,SKY BACKGROUND,s6053704000,71.41875,70,S605,Blair,2,54082.02688657,54082.52322808,23686,90,119,NaN,CIRCLE ICRS 71.41875 70 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6053704/s605370400000specttagf.gif,3001004506,3001002249
spectrum,FUSE,FUV,,,UV,NBKGD37,SKY BACKGROUND,s6053705000,71.41875,70,S605,Blair,2,54143.67525463,54143.92828532,9764,90,119,NaN,CIRCLE ICRS 71.41875 70 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6053705/s605370500000specttagf.gif,3001004507,3001002250
spectrum,FUSE,FUV,,,UV,NBKGD37,SKY BACKGROUND,s6053706000,71.41875,70,S605,Blair,2,54145.18645833,54145.49972665,15422,90,119,NaN,CIRCLE ICRS 71.41875 70 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6053706/s605370600000specttagf.gif,3001004508,3001002251
spectrum,FUSE,FUV,,,UV,NBKGD38,SKY BACKGROUND,s6053801000,85.7625,70,S605,Blair,2,53790.23417824,53790.81934986,28105,90,119,NaN,CIRCLE ICRS 85.7625 70 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6053801/s605380100000specttagf.gif,3001004509,3001002252
spectrum,FUSE,FUV,,,UV,NBKGD38,SKY BACKGROUND,s6053802000,85.7625,70,S605,Blair,2,53967.0362037,53967.84203261,29849,90,119,NaN,CIRCLE ICRS 85.7625 70 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6053802/s605380200000specttagf.gif,3001004510,3001002253
spectrum,FUSE,FUV,,,UV,NBKGD38,SKY BACKGROUND,s6053803000,85.7625,70,S605,Blair,2,54082.55299769,54083.00358688,25938,90,119,NaN,CIRCLE ICRS 85.7625 70 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6053803/s605380300000specttagf.gif,3001004511,3001002254
spectrum,FUSE,FUV,,,UV,NBKGD38,SKY BACKGROUND,s6053804000,85.7625,70,S605,Blair,2,54083.51888889,54083.73653827,3292,90,119,NaN,CIRCLE ICRS 85.7625 70 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6053804/s605380400000specttagf.gif,3001004512,3001002255
spectrum,FUSE,FUV,,,UV,NBKGD4,SKY BACKGROUND,s6050401000,34.71,65,S605,Blair,2,53742.46834491,53742.77820466,6581,90,119,NaN,CIRCLE ICRS 34.71 65 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6050401/s605040100000specttagf.gif,3001004477,3001002221
spectrum,FUSE,FUV,,,UV,NBKGD4,SKY BACKGROUND,s6050402000,34.71,65,S605,Blair,2,54092.25934028,54092.91074382,34706,90,119,NaN,CIRCLE ICRS 34.71 65 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6050402/s605040200000specttagf.gif,3001004478,3001002222
spectrum,FUSE,FUV,,,UV,NBKGD4,SKY BACKGROUND,s6050403000,34.71,65,S605,Blair,2,54093.22944444,54093.9523216,42487,90,119,NaN,CIRCLE ICRS 34.71 65 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6050403/s605040300000specttagf.gif,3001004479,3001002223
spectrum,FUSE,FUV,,,UV,NBKGD43,SKY BACKGROUND,s6054301000,157.245,70,S605,Blair,2,53836.96336806,53837.06961751,224,90,119,NaN,CIRCLE ICRS 157.245 70 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6054301/s605430100000specttagf.gif,3001004513,3001002256
spectrum,FUSE,FUV,,,UV,NBKGD43,SKY BACKGROUND,s6054302000,157.245,70,S605,Blair,2,53837.09989583,53837.50055592,7470,90,119,NaN,CIRCLE ICRS 157.245 70 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6054302/s605430200000specttagf.gif,3001004514,3001002257
spectrum,FUSE,FUV,,,UV,NBKGD45,SKY BACKGROUND,s6054501000,185.932458,70,S605,Blair,2,53715.07229167,53715.51478932,7326,90,119,NaN,CIRCLE ICRS 185.932458 70 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6054501/s605450100000specttagf.gif,3001004515,3001002258
spectrum,FUSE,FUV,,,UV,NBKGD5,SKY BACKGROUND,s6050501000,46.28,65,S605,Blair,2,54090.31762731,54090.90117622,26133,90,119,NaN,CIRCLE ICRS 46.28 65 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6050501/s605050100000specttagf.gif,3001004480,3001002224
spectrum,FUSE,FUV,,,UV,NBKGD57,SKY BACKGROUND,s6055701000,357.375,70,S605,Blair,2,53745.56642361,53745.90364258,1718,90,119,NaN,CIRCLE ICRS 357.375 70 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6055701/s605570100000specttagf.gif,3001004516,3001002259
spectrum,FUSE,FUV,,,UV,NBKGD61,SKY BACKGROUND,s6056101000,29.325,60,S605,Blair,2,53743.23170139,53743.34393844,1920,90,119,NaN,CIRCLE ICRS 29.325 60 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6056101/s605610100000specttagf.gif,3001004517,3001002260
spectrum,FUSE,FUV,,,UV,NBKGD61,SKY BACKGROUND,s6056102000,29.325,60,S605,Blair,2,54095.21332176,54095.46896927,15916,90,119,NaN,CIRCLE ICRS 29.325 60 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6056102/s605610200000specttagf.gif,3001004518,3001002261
spectrum,FUSE,FUV,,,UV,NBKGD63,SKY BACKGROUND,s6056301000,48.875,60,S605,Blair,2,54091.29972222,54091.94218786,34398,90,119,NaN,CIRCLE ICRS 48.875 60 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6056301/s605630100000specttagf.gif,3001004519,3001002262
spectrum,FUSE,FUV,,,UV,NBKGD64,SKY BACKGROUND,s6056401000,58.65,60,S605,Blair,2,54089.55971065,54089.93259621,21378,90,119,NaN,CIRCLE ICRS 58.65 60 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6056401/s605640100000specttagf.gif,3001004520,3001002263
spectrum,FUSE,FUV,,,UV,NBKGD65,SKY BACKGROUND,s6056501000,68.425,60,S605,Blair,2,53968.97986111,53969.34885163,11385,90,119,NaN,CIRCLE ICRS 68.425 60 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6056501/s605650100000specttagf.gif,3001004521,3001002264
spectrum,FUSE,FUV,,,UV,NBKGD65,SKY BACKGROUND,s6056502000,68.425,60,S605,Blair,2,54087.55282407,54087.71796649,10162,90,119,NaN,CIRCLE ICRS 68.425 60 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6056502/s605650200000specttagf.gif,3001004522,3001002265
spectrum,FUSE,FUV,,,UV,NBKGD65,SKY BACKGROUND,s6056503000,68.425,60,S605,Blair,2,54088.39454861,54089.03668972,37975,90,119,NaN,CIRCLE ICRS 68.425 60 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6056503/s605650300000specttagf.gif,3001004523,3001002266
spectrum,FUSE,FUV,,,UV,NBKGD65,SKY BACKGROUND,s6056504000,68.425,60,S605,Blair,2,54089.32277778,54089.49869475,11494,90,119,NaN,CIRCLE ICRS 68.425 60 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6056504/s605650400000specttagf.gif,3001004524,3001002267
spectrum,FUSE,FUV,,,UV,NBKGD66,SKY BACKGROUND,s6056602000,78.2,60,S605,Blair,2,54086.55711806,54087.02691325,21234,90,119,NaN,CIRCLE ICRS 78.2 60 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6056602/s605660200000specttagf.gif,3001004525,3001002268
spectrum,FUSE,FUV,,,UV,NBKGD7,SKY BACKGROUND,s6050702000,69.425,65,S605,Blair,2,53967.95344907,53968.16409469,10262,90,119,NaN,CIRCLE ICRS 69.425 65 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6050702/s605070200000specttagf.gif,3001004481,3001002225
spectrum,FUSE,FUV,,,UV,NBKGD7,SKY BACKGROUND,s6050703000,69.425,65,S605,Blair,2,54143.96165509,54145.11855767,31379,90,119,NaN,CIRCLE ICRS 69.425 65 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6050703/s605070300000specttagf.gif,3001004482,3001002226
spectrum,FUSE,FUV,,,UV,NBKGD78,SKY BACKGROUND,s6057801000,195.5,60,S605,Blair,2,53714.10400463,53714.54643238,907,90,119,NaN,CIRCLE ICRS 195.5 60 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6057801/s605780100000specttagf.gif,3001004526,3001002269
spectrum,FUSE,FUV,,,UV,NBKGD8,SKY BACKGROUND,s6050802000,80.99,65,S605,Blair,2,54084.38576389,54085.01733878,31209,90,119,NaN,CIRCLE ICRS 80.98999999999999 65 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6050802/s605080200000specttagf.gif,3001004483,3001002227
spectrum,FUSE,FUV,,,UV,NBKGD8,SKY BACKGROUND,s6050803000,80.99,65,S605,Blair,2,54085.7319213,54086.0583591,13829,90,119,NaN,CIRCLE ICRS 80.98999999999999 65 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6050803/s605080300000specttagf.gif,3001004484,3001002228
spectrum,FUSE,FUV,,,UV,NBKGD8,SKY BACKGROUND,s6050804000,80.99,65,S605,Blair,2,54142.70689815,54143.03394685,15234,90,119,NaN,CIRCLE ICRS 80.98999999999999 65 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6050804/s605080400000specttagf.gif,3001004485,3001002229
spectrum,FUSE,FUV,,,UV,NBKGD88,SKY BACKGROUND,s6058802000,292.5,60,S605,Blair,2,54109.02416667,54109.59379865,10993,90,119,NaN,CIRCLE ICRS 292.5 60 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6058802/s605880200000specttagf.gif,3001004527,3001002270
spectrum,FUSE,FUV,,,UV,NBKGD88,SKY BACKGROUND,s6058803000,292.5,60,S605,Blair,2,54110.04387731,54110.5623537,19066,90,119,NaN,CIRCLE ICRS 292.5 60 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6058803/s605880300000specttagf.gif,3001004528,3001002271
spectrum,FUSE,FUV,,,UV,NBKGD88,SKY BACKGROUND,s6058804000,292.5,60,S605,Blair,2,54167.37722222,54167.61153311,6747,90,119,NaN,CIRCLE ICRS 292.5 60 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6058804/s605880400000specttagf.gif,3001004529,3001002272
spectrum,FUSE,FUV,,,UV,NBKGD95,SKY BACKGROUND,s6059501000,105,65,S605,Blair,2,53786.75670139,53787.00538864,12898,90,119,NaN,CIRCLE ICRS 105 65 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6059501/s605950100000specttagf.gif,3001004530,3001002273
spectrum,FUSE,FUV,,,UV,NBKGD96,SKY BACKGROUND,s6059601000,100,65,S605,Blair,2,53787.27291667,53787.76492142,22320,90,119,NaN,CIRCLE ICRS 100 65 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6059601/s605960100000specttagf.gif,3001004531,3001002274
spectrum,FUSE,FUV,,,UV,NBKGD97,SKY BACKGROUND,s6059701000,2.294542,59.149778,S605,Blair,2,53980.04483796,53980.22175546,904,90,119,NaN,POSITION 2.294542 59.149778,http://archive.stsci.edu/browse/previews/fuse/s6059701/s605970100000specttagf.gif,3001004532,3001002275
spectrum,FUSE,FUV,,,UV,NCVZ-BKGD,SKY BACKGROUND,s4050302000,204.709833,70.285444,S405,Blair,2,54178.90211806,54179.15882767,11918,90,119,NaN,POSITION 204.709833 70.285444,http://archive.stsci.edu/browse/previews/fuse/s4050302/s405030200000specttagf.gif,3001004102,3001002086
spectrum,FUSE,FUV,,,UV,NCVZ-BKGD,SKY BACKGROUND,s4050301000,204.709833,70.285444,S405,Blair,2,52300.01373843,52300.19511646,7042,90,119,NaN,POSITION 204.709833 70.285444,http://archive.stsci.edu/browse/previews/fuse/s4050301/s405030100000specttagf.gif,3001004101,3001004825
spectrum,FUSE,FUV,,,UV,NCVZ-BKGD,SKY BACKGROUND,s4051001000,204.658333,70.25,S405,Blair,2,52300.21787037,52300.98677617,54264,90,119,NaN,POSITION 204.658333 70.25,http://archive.stsci.edu/browse/previews/fuse/s4051001/s405100100000specttagf.gif,3001004113,3001004829
spectrum,FUSE,FUV,,,UV,NCVZ-BKGD,SKY BACKGROUND,s4054301000,232.191958,65.017792,S405,Blair,2,52299.10101852,52299.66590947,22098,90,119,NaN,POSITION 232.191958 65.017792,http://archive.stsci.edu/browse/previews/fuse/s4054301/s405430100000specttagf.gif,3001004178,3001004862
spectrum,FUSE,FUV,,,UV,NCVZ-BKGD,SKY BACKGROUND,s4054901000,218.20946,65.03597,S405,Blair,2,52299.00858796,52299.97175899,4042,90,119,NaN,POSITION 218.20946 65.03597,http://archive.stsci.edu/browse/previews/fuse/s4054901/s405490100000specttagf.gif,3001004189,3001004866
spectrum,FUSE,FUV,,,UV,NCVZ-BKGD,SKY BACKGROUND,s4054902000,218.20946,65.03597,S405,Blair,2,52299.97416667,52300.01360026,3407,90,119,NaN,POSITION 218.20946 65.03597,http://archive.stsci.edu/browse/previews/fuse/s4054902/s405490200000specttagf.gif,3001004190,3001004867
spectrum,FUSE,FUV,,,UV,NCVZ-BKGD,SKY BACKGROUND,s4055201000,213.495333,59.884983,S405,Blair,2,52299.68112269,52299.92330901,9312,90,119,NaN,POSITION 213.495333 59.884983,http://archive.stsci.edu/browse/previews/fuse/s4055201/s405520100000specttagf.gif,3001004192,3001004869
spectrum,FUSE,FUV,,,UV,NCVZ-BKGD,SKY BACKGROUND,s4051002000,204.658333,70.25,S405,Blair,2,52301.00913194,52301.82634006,53292,90,119,NaN,POSITION 204.658333 70.25,http://archive.stsci.edu/browse/previews/fuse/s4051002/s405100200000specttagf.gif,3001004114,3001005236
spectrum,FUSE,FUV,,,UV,NEAR-WD2211-495-BKGD,SKY BACKGROUND,s5050501000,333.021674,-49.599452,S505,Blair,2,52953.24113426,52953.63437916,17801,90,119,NaN,POSITION 333.021674 -49.599452,http://archive.stsci.edu/browse/previews/fuse/s5050501/s505050100000specttagf.gif,3001004286,3001003692
spectrum,FUSE,FUV,,,UV,NEAT-Q4-1,COMET,e1390101000,67.10347,-60.4517,E139,Weaver,2,53119.02814815,53119.24861871,11757,90,119,NaN,CIRCLE ICRS 67.10347 -60.4517 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/e1390101/e139010100000specttagf.gif,3001001802,3001004449
spectrum,FUSE,FUV,,,UV,NEAT-Q4-2,COMET,e1390201000,68.09766,-60.12042,E139,Weaver,2,53119.28146991,53119.47239466,10593,90,119,NaN,CIRCLE ICRS 68.09766 -60.12042 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/e1390201/e139020100000specttagf.gif,3001001803,3001004450
spectrum,FUSE,FUV,,,UV,NEAT-Q4-3,COMET,e1390301000,68.91019,-59.83911,E139,Weaver,2,53119.49373843,53119.70828957,15549,90,119,NaN,CIRCLE ICRS 68.91019 -59.83911 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/e1390301/e139030100000specttagf.gif,3001001804,3001004451
spectrum,FUSE,FUV,,,UV,NEAT-Q4-4,COMET,e1390401000,69.76789,-59.52206,E139,Weaver,2,53119.72667824,53119.92858263,14729,90,119,NaN,CIRCLE ICRS 69.76788999999999 -59.52206 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/e1390401/e139040100000specttagf.gif,3001001805,3001004452
spectrum,FUSE,FUV,,,UV,NEAT-Q4-5,COMET,e1390501000,70.67592,-59.1791,E139,Weaver,2,53119.96530093,53120.14483534,10660,90,119,NaN,CIRCLE ICRS 70.67592 -59.1791 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/e1390501/e139050100000specttagf.gif,3001001806,3001004453
spectrum,FUSE,FUV,,,UV,NGC104-BS,,g0730101000,5.991667,-72.091611,G073,Dixon,2,53893.43256944,53893.75358398,14058,90,119,NaN,CIRCLE ICRS 5.991667 -72.091611 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/g0730101/g073010100000specttagf.gif,3001002308,3001004960
spectrum,FUSE,FUV,,,UV,NGC1068,SEYFERT GALAXY,a1390201000,40.668755,-0.01436,A139,Zheng,2,52242.0581713,52242.62791974,19547,90,119,NaN,CIRCLE ICRS 40.668755 -0.01436 0.00277777777778,http://archive.stsci.edu/browse/previews/fuse/a1390201/a139020100000specttagf.gif,3001000408,3001003419
spectrum,FUSE,FUV,,,UV,NGC1068,SEYFERT GALAXY,a1390202000,40.668755,-0.01436,A139,Zheng,2,52242.69081019,52243.24284704,19989,90,119,NaN,CIRCLE ICRS 40.668755 -0.01436 0.00277777777778,http://archive.stsci.edu/browse/previews/fuse/a1390202/a139020200000specttagf.gif,3001000409,3001003420
spectrum,FUSE,FUV,,,UV,NGC1068,SEYFERT GALAXY,a1390203000,40.668755,-0.01436,A139,Zheng,2,52243.35972222,52243.8072517,18083,90,119,NaN,CIRCLE ICRS 40.668755 -0.01436 0.00277777777778,http://archive.stsci.edu/browse/previews/fuse/a1390203/a139020300000specttagf.gif,3001000410,3001003421
spectrum,FUSE,FUV,,,UV,NGC1068,SEYFERT GALAXY,a1390204000,40.668755,-0.01436,A139,Zheng,2,52243.87053241,52244.4281628,18348,90,119,NaN,CIRCLE ICRS 40.668755 -0.01436 0.00277777777778,http://archive.stsci.edu/browse/previews/fuse/a1390204/a139020400000specttagf.gif,3001000411,3001003422
spectrum,FUSE,FUV,,,UV,NGC1068,SEYFERT GALAXY,a1390205000,40.668755,-0.01436,A139,Zheng,2,52244.49467593,52244.98540401,19080,90,119,NaN,CIRCLE ICRS 40.668755 -0.01436 0.00277777777778,http://archive.stsci.edu/browse/previews/fuse/a1390205/a139020500000specttagf.gif,3001000412,3001003423
spectrum,FUSE,FUV,,,UV,NGC1068,SEYFERT GALAXY,p1110202000,40.669658,-0.013464,P111,Kriss,2,52241.41519676,52241.93161513,21951,90,119,NaN,CIRCLE ICRS 40.669658 -0.013464 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/p1110202/p111020200000specttagf.gif,3001003390,3001004184
