#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a Generic Table with these header lines unmodified.
#Product Type, Mission, Instrument, Project, Filters, Waveband, Target Name, Target Classification, Observation ID, RA, Dec, Proposal ID, Principal Investigator, Calibration Level, Start Time, End Time, Exposure Length, Min. Wavelength, Max. Wavelength, Release Date, s_region, jpegURL, Product Group ID, Object ID
#@string, string, string, string, string, string, string, string, string, ra, dec, string, string, int, float, float, float, float, float, float, string, string, string, string
dataproduct_type,obs_collection,instrument_name,project,filters,wavelength_region,target_name,target_classification,obs_id,s_ra,s_dec,proposal_id,proposal_pi,calib_level,t_min,t_max,t_exptime,em_min,em_max,t_obs_release,s_region,jpegURL,obsid,objID
spectrum,FUSE,FUV,,,UV,E0102-SE,SUPERNOVA REMNANT,c0830301000,16.016833,-72.033861,C083,Gaetz,2,52880.32943287,52880.49811469,9164,90,119,NaN,CIRCLE ICRS 16.016833 -72.033861 0.00277777777778,http://archive.stsci.edu/browse/previews/fuse/c0830301/c083030100000specttagf.gif,3001000959,3001000484
spectrum,FUSE,FUV,,,UV,EC11481-2303,B SUBDWARF,b0540901000,177.661667,-23.342778,B054,Wesemael,2,52050.59528935,52050.82219907,8303,90,119,NaN,CIRCLE ICRS 177.661667 -23.342778 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/b0540901/b054090100000spechistf.gif,3001000601,3001003850
spectrum,FUSE,FUV,,,UV,EC11481-2303-BKGD,SKY BACKGROUND,s5052301000,177.6617,-23.3428,S505,Blair,2,53174.06706019,53174.50234981,11266,90,119,NaN,POSITION 177.6617 -23.3428,http://archive.stsci.edu/browse/previews/fuse/s5052301/s505230100000specttagf.gif,3001004307,3001003705
spectrum,FUSE,FUV,,,UV,EC20011-5005,B SUBDWARF,d0150301000,301.219583,-49.953889,D015,Keenan,2,52786.52783565,52786.63284487,6382,90,119,NaN,CIRCLE ICRS 301.219583 -49.953889 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/d0150301/d015030100000specttagf.gif,3001001214,3001000653
spectrum,FUSE,FUV,,,UV,EC20058-5234,LATE-TYPE DEGENERATES,c0460201000,302.417292,-52.421444,C046,Provencal,2,52377.59190972,52377.92743227,20482,90,119,NaN,CIRCLE ICRS 302.417292 -52.421444 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/c0460201/c046020100000specttagf.gif,3001000895,3001004052
spectrum,FUSE,FUV,,,UV,ECHAJ0843.3-7905,T TAURI STARS,g0480201000,130.827417,-79.088389,G048,Dupree,2,53867.18986111,53867.53200729,10351,90,119,NaN,CIRCLE ICRS 130.827417 -79.08838900000001 0.00277777777778,http://archive.stsci.edu/browse/previews/fuse/g0480201/g048020100000specttagf.gif,3001002271,3001001102
spectrum,FUSE,FUV,,,UV,ECHAJ0843.3-7905,T TAURI STARS,g0480202000,130.827417,-79.088389,G048,Dupree,2,53869.86181713,53870.43701145,21249,90,119,NaN,CIRCLE ICRS 130.827417 -79.08838900000001 0.00277777777778,http://archive.stsci.edu/browse/previews/fuse/g0480202/g048020200000specttagf.gif,3001002272,3001001103
spectrum,FUSE,FUV,,,UV,EF-Tuc,DWARF NOVAE,u1060101000,0.479208,-67.12875,U106,Blair,2,54011.56768519,54011.72611599,5727,90,119,NaN,CIRCLE ICRS 0.479208 -67.12875 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/u1060101/u106010100000specttagf.gif,3001004750,3001002476
spectrum,FUSE,FUV,,,UV,EF-Tuc,DWARF NOVAE,e9890701000,0.479208,-67.12875,E989,Froning,2,53239.04548611,53239.33998571,14294,90,119,NaN,CIRCLE ICRS 0.479208 -67.12875 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/e9890701/e989070100000specttagf.gif,3001002020,3001004545
spectrum,FUSE,FUV,,,UV,EG-AND,SYMBIOTIC STARS,a1340103000,11.1549166667,40.6793333333,A134,Espey,2,51762.75701389,51762.93157869,9067,90,119,NaN,CIRCLE ICRS 11.1549166667 40.6793333333 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/a1340103/a134010300000specttagf.gif,3001000403,3001000306
spectrum,FUSE,FUV,,,UV,EG-AND,SYMBIOTIC STARS,a1340104000,11.1549166667,40.6793333333,A134,Espey,2,51548.20359954,51548.70425212,11041,90,119,NaN,CIRCLE ICRS 11.1549166667 40.6793333333 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/a1340104/a134010400000specttagf.gif,3001000404,3001000307
spectrum,FUSE,FUV,,,UV,EG-AND,SYMBIOTIC STARS,c1690121000,11.154917,40.679389,C169,Espey,2,52509.64679398,52509.82332429,11147,90,119,NaN,CIRCLE ICRS 11.154917 40.679389 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/c1690121/c169012100000specttagf.gif,3001001148,3001000615
spectrum,FUSE,FUV,,,UV,EG-AND,SYMBIOTIC STARS,c1690122000,11.154917,40.679389,C169,Espey,2,52567.54604167,52567.71889893,8854,90,119,NaN,CIRCLE ICRS 11.154917 40.679389 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/c1690122/c169012200000specttagf.gif,3001001149,3001000616
spectrum,FUSE,FUV,,,UV,EG-AND,SYMBIOTIC STARS,c1690123000,11.154917,40.679389,C169,Espey,2,52569.6290625,52569.80120307,7245,90,119,NaN,CIRCLE ICRS 11.154917 40.679389 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/c1690123/c169012300000specttagf.gif,3001001150,3001000617
spectrum,FUSE,FUV,,,UV,EG-AND,SYMBIOTIC STARS,c1690124000,11.154917,40.679389,C169,Espey,2,52570.82197917,52571.23387578,7657,90,119,NaN,CIRCLE ICRS 11.154917 40.679389 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/c1690124/c169012400000specttagf.gif,3001001151,3001000618
spectrum,FUSE,FUV,,,UV,EG-AND,SYMBIOTIC STARS,c1690126000,11.154917,40.679389,C169,Espey,2,52661.50761574,52661.79467439,5548,90,119,NaN,CIRCLE ICRS 11.154917 40.679389 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/c1690126/c169012600000specttagf.gif,3001001152,3001000619
spectrum,FUSE,FUV,,,UV,EG-AND,SYMBIOTIC STARS,a1340102000,11.1549166667,40.6793333333,A134,Espey,2,51872.42358796,51872.52461833,5523,90,119,NaN,CIRCLE ICRS 11.1549166667 40.6793333333 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/a1340102/a134010200000specttagf.gif,3001000402,3001002905
spectrum,FUSE,FUV,,,UV,EG-AND,SYMBIOTIC STARS,c1690190000,11.154917,40.679389,C169,Espey,2,52974.05608796,52974.36268003,9026,90,119,NaN,CIRCLE ICRS 11.154917 40.679389 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/c1690190/c169019000000specttagf.gif,3001001153,3001003597
spectrum,FUSE,FUV,,,UV,EG-AND,SYMBIOTIC STARS,b1260101000,11.154917,40.679389,B126,Espey,2,52155.0271412,52155.40023736,11013,90,119,NaN,CIRCLE ICRS 11.154917 40.679389 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/b1260101/b126010100000specttagf.gif,3001000798,3001004030
spectrum,FUSE,FUV,,,UV,EG-AND,SYMBIOTIC STARS,b1260102000,11.154917,40.679389,B126,Espey,2,52166.08863426,52166.31412019,7483,90,119,NaN,CIRCLE ICRS 11.154917 40.679389 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/b1260102/b126010200000specttagf.gif,3001000799,3001004031
spectrum,FUSE,FUV,,,UV,EG-AND,SYMBIOTIC STARS,b1260103000,11.154917,40.679389,B126,Espey,2,52180.35756944,52180.53267198,9604,90,119,NaN,CIRCLE ICRS 11.154917 40.679389 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/b1260103/b126010300000specttagf.gif,3001000800,3001004032
spectrum,FUSE,FUV,,,UV,EG-AND,SYMBIOTIC STARS,b1260104000,11.154917,40.679389,B126,Espey,2,52205.88986111,52206.25400517,5544,90,119,NaN,CIRCLE ICRS 11.154917 40.679389 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/b1260104/b126010400000specttagf.gif,3001000801,3001004033
spectrum,FUSE,FUV,,,UV,EG102,WDA,b1190301000,204.709833,70.285444,B119,Holberg,2,52034.28001157,52034.52077076,10746,90,119,NaN,CIRCLE ICRS 204.709833 70.285444 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/b1190301/b119030100000specttagf.gif,3001000789,3001004026
spectrum,FUSE,FUV,,,UV,EG102,WDA,s6010401000,204.709833,70.285444,S601,Friedman,2,52301.84230324,52302.06106509,17410,90,119,NaN,CIRCLE ICRS 204.709833 70.285444 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s6010401/s601040100000specttagf.gif,3001004450,3001004882
spectrum,FUSE,FUV,,,UV,EG46,WDA,b1190101000,93.827708,17.727722,B119,Holberg,2,52198.82356481,52198.93125841,6682,90,119,NaN,CIRCLE ICRS 93.827708 17.727722 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/b1190101/b119010100000specttagf.gif,3001000787,3001004024
spectrum,FUSE,FUV,,,UV,EG50,WDA,b1190201000,101.908167,37.515472,B119,Holberg,2,52181.89700231,52182.00321732,6436,90,119,NaN,CIRCLE ICRS 101.908167 37.515472 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/b1190201/b119020100000specttagf.gif,3001000788,3001004025
spectrum,FUSE,FUV,,,UV,EG50-BKGD,SKY BACKGROUND,s4053401000,101.908167,37.515472,S405,Blair,2,52181.75984954,52181.86564607,6223,90,119,NaN,POSITION 101.908167 37.515472,http://archive.stsci.edu/browse/previews/fuse/s4053401/s405340100000specttagf.gif,3001004159,3001004851
spectrum,FUSE,FUV,,,UV,EGB1,WDA,a0340201000,16.8233333333,73.5627777778,A034,Barstow,2,51808.03273148,51808.41665193,22630,90,119,NaN,CIRCLE ICRS 16.8233333333 73.56277777779999 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/a0340201/a034020100000specttagf.gif,3001000036,3001000022
spectrum,FUSE,FUV,,,UV,EGB1,WDA,a0340202000,16.8233333333,73.5627777778,A034,Barstow,2,51549.45269676,51549.74339238,5846,90,119,NaN,CIRCLE ICRS 16.8233333333 73.56277777779999 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/a0340202/a034020200000specttagf.gif,3001000037,3001000023
spectrum,FUSE,FUV,,,UV,EGB1,WDA,u1012303000,16.823333,73.562778,U101,Blair,2,53975.50729167,53975.77369385,18230,90,119,NaN,CIRCLE ICRS 16.823333 73.56277799999999 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/u1012303/u101230300000specttagf.gif,3001004633,3001002362
spectrum,FUSE,FUV,,,UV,EGB1,WDA,u1012304000,16.823333,73.562778,U101,Blair,2,54032.91478009,54033.10340649,9299,90,119,NaN,CIRCLE ICRS 16.823333 73.56277799999999 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/u1012304/u101230400000specttagf.gif,3001004634,3001002363
spectrum,FUSE,FUV,,,UV,EGB6,WDA,a0340101000,148.241666667,13.7422222222,A034,Barstow,2,51551.56069444,51551.78765164,11922,90,119,NaN,CIRCLE ICRS 148.241666667 13.7422222222 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/a0340101/a034010100000specttagf.gif,3001000035,3001000021
spectrum,FUSE,FUV,,,UV,EGB6,WDA,a0341101000,148.24575,13.742681,A034,Barstow,2,51672.84920139,51673.13773338,9468,90,119,NaN,CIRCLE ICRS 148.24575 13.742681 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/a0341101/a034110100000specttagf.gif,3001000043,3001000029
spectrum,FUSE,FUV,,,UV,EGCHA,T TAURI STARS,h0660101000,129.23425,-78.946019,H066,Dupree,2,54222.56060185,54223.61877695,26640,90,119,NaN,CIRCLE ICRS 129.23425 -78.94601900000001 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/h0660101/h066010100000specttagf.gif,3001002464,3001005041
spectrum,FUSE,FUV,,,UV,EK-TrA,LATE-TYPE DEGENERATES,u1091601000,228.50625,-65.091944,U109,Blair,2,53795.6530787,53795.88123689,7022,90,119,NaN,CIRCLE ICRS 228.50625 -65.091944 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/u1091601/u109160100000specttagf.gif,3001004843,3001002569
spectrum,FUSE,FUV,,,UV,EK-TrA,LATE-TYPE DEGENERATES,u1091602000,228.50625,-65.091944,U109,Blair,2,54148.36962963,54148.53312202,7583,90,119,NaN,CIRCLE ICRS 228.50625 -65.091944 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/u1091602/u109160200000specttagf.gif,3001004844,3001002570
spectrum,FUSE,FUV,,,UV,EK-TrA,LATE-TYPE DEGENERATES,u1091603000,228.50625,-65.091944,U109,Blair,2,54148.74081019,54148.91778727,6299,90,119,NaN,CIRCLE ICRS 228.50625 -65.091944 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/u1091603/u109160300000specttagf.gif,3001004845,3001002571
spectrum,FUSE,FUV,,,UV,EK-TrA,LATE-TYPE DEGENERATES,u1091604000,228.50625,-65.091944,U109,Blair,2,54149.22101852,54149.38774595,6234,90,119,NaN,CIRCLE ICRS 228.50625 -65.091944 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/u1091604/u109160400000specttagf.gif,3001004846,3001002572
spectrum,FUSE,FUV,,,UV,EK-TrA,LATE-TYPE DEGENERATES,u1091605000,228.50625,-65.091944,U109,Blair,2,54206.26917824,54206.31330847,432,90,119,NaN,CIRCLE ICRS 228.50625 -65.091944 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/u1091605/u109160500000specttagf.gif,3001004847,3001002573
spectrum,FUSE,FUV,,,UV,EK-TrA,LATE-TYPE DEGENERATES,u1091606000,228.50625,-65.091944,U109,Blair,2,54208.31960648,54208.50544913,4471,90,119,NaN,CIRCLE ICRS 228.50625 -65.091944 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/u1091606/u109160600000specttagf.gif,3001004848,3001002574
spectrum,FUSE,FUV,,,UV,EK-TrA,LATE-TYPE DEGENERATES,z9104301000,228.50625,-65.091944,Z910,Andersson,2,52449.30700231,52449.82769839,33525,90,119,NaN,CIRCLE ICRS 228.50625 -65.091944 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/z9104301/z910430100000specttagf.gif,3001005208,3001002835
spectrum,FUSE,FUV,,,UV,EK-TrA,LATE-TYPE DEGENERATES,z9104302000,228.50625,-65.091944,Z910,Andersson,2,52449.86086806,52450.58921595,33742,90,119,NaN,CIRCLE ICRS 228.50625 -65.091944 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/z9104302/z910430200000specttagf.gif,3001005209,3001002836
spectrum,FUSE,FUV,,,UV,EKDra,G IV-V-,c1020501000,219.750875,64.291667,C102,Guinan,2,52360.52782407,52360.79982937,21721,90,119,NaN,CIRCLE ICRS 219.750875 64.291667 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/c1020501/c102050100000specttagf.gif,3001000979,3001004065
spectrum,FUSE,FUV,,,UV,EM-CYG,DWARF NOVAE,c0100101000,294.666667,30.5075,C010,Wood,2,52522.48207176,52522.70733435,8391,90,119,NaN,CIRCLE ICRS 294.666667 30.5075 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/c0100101/c010010100000specttagf.gif,3001000841,3001000425
spectrum,FUSE,FUV,,,UV,EOCHA,T TAURI STARS,h0660201000,131.133333,-78.775314,H066,Dupree,2,54218.53488426,54218.70324345,9593,90,119,NaN,CIRCLE ICRS 131.133333 -78.77531399999999 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/h0660201/h066020100000specttagf.gif,3001002465,3001003000
spectrum,FUSE,FUV,,,UV,EOCHA,T TAURI STARS,h0660202000,131.133333,-78.775314,H066,Dupree,2,54221.5869213,54221.60808512,1821,90,119,NaN,CIRCLE ICRS 131.133333 -78.77531399999999 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/h0660202/h066020200000specttagf.gif,3001002466,3001005042
spectrum,FUSE,FUV,,,UV,EP-DRA,NOVA-LIKE,z9102401000,286.775542,69.145111,Z910,Andersson,2,52469.8496412,52470.10311551,11324,90,119,NaN,CIRCLE ICRS 286.775542 69.145111 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/z9102401/z910240100000specttagf.gif,3001005206,3001002833
spectrum,FUSE,FUV,,,UV,ER-UMa,NOVA-LIKE,d9051401000,146.799583,51.902222,D905,Froning,2,53019.37266204,53019.95839084,30625,90,119,NaN,CIRCLE ICRS 146.799583 51.902222 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/d9051401/d905140100000specttagf.gif,3001001622,3001004778
spectrum,FUSE,FUV,,,UV,ES-Dra,DWARF NOVAE,g9251601000,231.382,62.016722,G925,Godon,2,54058.96429398,54059.61731409,24554,90,119,NaN,CIRCLE ICRS 231.382 62.016722 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/g9251601/g925160100000specttagf.gif,3001002392,3001002969
spectrum,FUSE,FUV,,,UV,ESO116-G18,SEYFERT GALAXY,s7011901000,51.221667,-60.738889,S701,Andersson,2,53474.31050926,53474.51303991,1766,90,119,NaN,CIRCLE ICRS 51.221667 -60.738889 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/s7011901/s701190100000specttagf.gif,3001004543,3001002281
spectrum,FUSE,FUV,,,UV,ESO116-G18,SEYFERT GALAXY,u1063401000,51.221667,-60.738889,U106,Blair,2,53885.61703704,53886.07821678,14811,90,119,NaN,CIRCLE ICRS 51.221667 -60.738889 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/u1063401/u106340100000specttagf.gif,3001004774,3001002500
spectrum,FUSE,FUV,,,UV,ESO116-G18,SEYFERT GALAXY,z9071901000,51.221667,-60.738889,Z907,Andersson,2,52595.42594907,52595.74796459,19901,90,119,NaN,CIRCLE ICRS 51.221667 -60.738889 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/z9071901/z907190100000specttagf.gif,3001005154,3001005149
spectrum,FUSE,FUV,,,UV,ESO118-33,SEYFERT GALAXY,c1090201000,69.993813,-59.680194,C109,Bowen,2,52252.72760417,52252.83482747,6835,90,119,NaN,CIRCLE ICRS 69.993813 -59.680194 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/c1090201/c109020100000specttagf.gif,3001001003,3001004071
spectrum,FUSE,FUV,,,UV,ESO139-03,IRREGULAR GALAXY,h0581902000,263.073333,-60.734722,H058,McCandliss,2,54201.55086806,54202.54999756,16091,90,119,NaN,CIRCLE ICRS 263.073333 -60.734722 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/h0581902/h058190200000specttagf.gif,3001002462,3001002998
spectrum,FUSE,FUV,,,UV,ESO139-03,IRREGULAR GALAXY,h0581903000,263.073333,-60.734722,H058,McCandliss,2,54204.89726852,54205.13064643,12299,90,119,NaN,CIRCLE ICRS 263.073333 -60.734722 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/h0581903/h058190300000specttagf.gif,3001002463,3001002999
spectrum,FUSE,FUV,,,UV,ESO139-03,IRREGULAR GALAXY,h0581901000,263.073333,-60.734722,H058,McCandliss,2,54200.36990741,54201.51043828,13933,90,119,NaN,CIRCLE ICRS 263.073333 -60.734722 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/h0581901/h058190100000specttagf.gif,3001002461,3001004981
spectrum,FUSE,FUV,,,UV,ESO185-13,STARBURST GALAXY,z9091401000,296.253333,-54.250278,Z909,Andersson,2,52497.57915509,52497.82333568,13444,90,119,NaN,CIRCLE ICRS 296.253333 -54.250278 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/z9091401/z909140100000specttagf.gif,3001005190,3001002820
spectrum,FUSE,FUV,,,UV,ESO185-G013,EMISSION-LINE GALAXY (NON-SEYFERT),g0200201000,296.252208,-54.250833,G020,Bowen,2,54198.02814815,54198.07287851,2282,90,119,NaN,CIRCLE ICRS 296.252208 -54.250833 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/g0200201/g020020100000specttagf.gif,3001002242,3001002927
spectrum,FUSE,FUV,,,UV,ESO185-G013,EMISSION-LINE GALAXY (NON-SEYFERT),g0200203000,296.252208,-54.250833,G020,Bowen,2,54199.00841435,54199.04117712,2668,90,119,NaN,CIRCLE ICRS 296.252208 -54.250833 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/g0200203/g020020300000specttagf.gif,3001002243,3001002928
spectrum,FUSE,FUV,,,UV,ESO185-G013,EMISSION-LINE GALAXY (NON-SEYFERT),g0200204000,296.252208,-54.250833,G020,Bowen,2,54199.96363426,54200.00946416,1880,90,119,NaN,CIRCLE ICRS 296.252208 -54.250833 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/g0200204/g020020400000specttagf.gif,3001002244,3001002929
spectrum,FUSE,FUV,,,UV,ESO242-G8,SEYFERT GALAXY,d8060101000,6.255125,-45.498556,D806,Leighly,2,52895.3780787,52895.69365108,14489,90,119,NaN,CIRCLE ICRS 6.255125 -45.498556 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/d8060101/d806010100000specttagf.gif,3001001486,3001004687
spectrum,FUSE,FUV,,,UV,ESO253-G03,SEYFERT GALAXY,z9072501000,81.32625,-46.005556,Z907,Andersson,2,53001.38365741,53001.76399532,16335,90,119,NaN,CIRCLE ICRS 81.32625 -46.005556 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/z9072501/z907250100000specttagf.gif,3001005156,3001003275
spectrum,FUSE,FUV,,,UV,ESO265-G23,SEYFERT GALAXY,a1210404000,170.199541667,-43.2640416667,A121,Gibson,2,51692.35003472,51692.3706713,1782,90,119,NaN,CIRCLE ICRS 170.199541667 -43.2640416667 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/a1210404/a121040400000specttagf.gif,3001000291,3001000212
spectrum,FUSE,FUV,,,UV,ESO265-G23,SEYFERT GALAXY,a1210405000,170.199542,-43.264042,A121,Gibson,2,51977.72025463,51977.82044063,4893,90,119,NaN,CIRCLE ICRS 170.199542 -43.264042 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/a1210405/a121040500000specttagf.gif,3001000292,3001003320
spectrum,FUSE,FUV,,,UV,ESO265-G23,SEYFERT GALAXY,a1210406000,170.199542,-43.264042,A121,Gibson,2,52333.13144676,52333.30353461,8441,90,119,NaN,CIRCLE ICRS 170.199542 -43.264042 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/a1210406/a121040600000specttagf.gif,3001000293,3001003405
spectrum,FUSE,FUV,,,UV,ESO265-G23,SEYFERT GALAXY,a1210407000,170.199542,-43.264042,A121,Gibson,2,52340.72083333,52341.14776575,21740,90,119,NaN,CIRCLE ICRS 170.199542 -43.264042 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/a1210407/a121040700000specttagf.gif,3001000294,3001003406
spectrum,FUSE,FUV,,,UV,ESO290-01,STARBURST GALAXY,z9091001000,340.469792,-46.093306,Z909,Andersson,2,52486.83065972,52487.1473574,18138,90,119,NaN,CIRCLE ICRS 340.469792 -46.093306 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/z9091001/z909100100000specttagf.gif,3001005186,3001002816
spectrum,FUSE,FUV,,,UV,ESO292-24,STARBURST GALAXY,z9090601000,356.753375,-44.762333,Z909,Andersson,2,52896.20725694,52896.51755606,13275,90,119,NaN,CIRCLE ICRS 356.753375 -44.762333 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/z9090601/z909060100000specttagf.gif,3001005182,3001003280
spectrum,FUSE,FUV,,,UV,ESO301-G13,SEYFERT GALAXY,d8060501000,51.259042,-41.905056,D806,Leighly,2,52942.82358796,52943.11105668,5042,90,119,NaN,CIRCLE ICRS 51.259042 -41.905056 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/d8060501/d806050100000specttagf.gif,3001001490,3001004691
spectrum,FUSE,FUV,,,UV,ESO31-8,SEYFERT GALAXY,d9110201000,46.897083,-72.835056,D911,Howk,2,52833.60238426,52833.934426,17235,90,119,NaN,CIRCLE ICRS 46.897083 -72.83505599999999 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/d9110201/d911020100000specttagf.gif,3001001653,3001000837
spectrum,FUSE,FUV,,,UV,ESO33-2,SEYFERT GALAXY,d9111001000,73.996292,-75.541,D911,Howk,2,52949.18891204,52949.23710042,3997,90,119,NaN,CIRCLE ICRS 73.996292 -75.541 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/d9111001/d911100100000specttagf.gif,3001001660,3001004807
spectrum,FUSE,FUV,,,UV,ESO343-36,STARBURST GALAXY,z9091501000,328.728333,-40.835278,Z909,Andersson,2,52895.79210648,52896.16701199,17654,90,119,NaN,CIRCLE ICRS 328.728333 -40.835278 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/z9091501/z909150100000specttagf.gif,3001005191,3001003282
spectrum,FUSE,FUV,,,UV,ESO350-38,EMISSION-LINE GALAXY (NON-SEYFERT),b1090101000,9.21875,-33.555278,B109,Bergvall,2,52194.30503472,52194.68818387,16552,90,119,NaN,CIRCLE ICRS 9.21875 -33.555278 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/b1090101/b109010100000specttagf.gif,3001000759,3001003987
spectrum,FUSE,FUV,,,UV,ESO60-03,STARBURST GALAXY,u1071701000,124.14,-71.859444,U107,Blair,2,53756.5262963,53756.7774613,14335,90,119,NaN,CIRCLE ICRS 124.14 -71.859444 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/u1071701/u107170100000specttagf.gif,3001004789,3001002515
spectrum,FUSE,FUV,,,UV,ESO60-03,STARBURST GALAXY,u1071702000,124.14,-71.859444,U107,Blair,2,53758.11851852,53758.42088207,18985,90,119,NaN,CIRCLE ICRS 124.14 -71.859444 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/u1071702/u107170200000specttagf.gif,3001004790,3001002516
spectrum,FUSE,FUV,,,UV,ESO60-03,STARBURST GALAXY,u1071703000,124.14,-71.859444,U107,Blair,2,54281.97462963,54282.23413023,9678,90,119,NaN,CIRCLE ICRS 124.14 -71.859444 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/u1071703/u107170300000specttagf.gif,3001004791,3001002517
spectrum,FUSE,FUV,,,UV,ESO60-03,STARBURST GALAXY,z9091101000,124.14,-71.859444,Z909,Andersson,2,52706.29791667,52706.75821361,20472,90,119,NaN,CIRCLE ICRS 124.14 -71.859444 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/z9091101/z909110100000specttagf.gif,3001005187,3001002817
spectrum,FUSE,FUV,,,UV,ESO60-03,STARBURST GALAXY,z9091102000,124.14,-71.859444,Z909,Andersson,2,52754.04752315,52754.44407715,23836,90,119,NaN,CIRCLE ICRS 124.14 -71.859444 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/z9091102/z909110200000specttagf.gif,3001005188,3001002818
spectrum,FUSE,FUV,,,UV,Eta-Carinae,ETA CARINAE,c1540101000,161.264958,-59.684528,C154,Gull,2,52450.69333333,52451.04819236,29711,90,119,NaN,CIRCLE ICRS 161.264958 -59.684528 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/c1540101/c154010100000specttagf.gif,3001001094,3001000572
spectrum,FUSE,FUV,,,UV,Eta-Carinae,ETA CARINAE,c1540102000,161.264958,-59.684528,C154,Gull,2,52688.09719907,52688.37244765,23626,90,119,NaN,CIRCLE ICRS 161.264958 -59.684528 0.00416666666667,http://archive.stsci.edu/browse/previews/fuse/c1540102/c154010200000specttagf.gif,3001001095,3001000573
